a_fortiori_Adv False 	a fortiori 	if you are wrong then, a fortiori, so am I 	if you are wrong then, [MASK], so am I
hobble_2_V2 False 	hobble 	? 	?
hobble_3_V2 False 	hobble 	hobble race horses 	hobble race horses
hobbyhorse_1_N False 	hobbyhorse 	don't get him started on his hobbyhorse 	don't get him started on his [MASK]
hobgoblin_2_N False 	hobgoblin 	? 	?
hobnailed_A False 	hobnailed 	hobnailed labourers 	labourers [MASK]
hobnob_V False 	hobnob 	he hobnobs with the best of society 	he [MASK] with the best of society
hoist_1_V2 False 	hoist 	hoist the bicycle onto the roof of the car 	[MASK] the bicycle onto the roof of the car
hoist_2_V2 False 	hoist 	they hoisted the patient onto the operating-table 	they [MASK] the patient onto the operating-table
hoist_3_V2 False 	hoist 	hoist the flags 	[MASK] the flags
hoist_3_V2 False 	hoist 	hoist a sail 	[MASK] a sail
hold_1_N False 	hold 	she kept a firm hold on the railing 	she kept a firm [MASK] on the railing
hold_3_N False 	hold 	he has a hold over them 	he has a [MASK] over them
hold_4_N False 	hold 	he ordered a hold in the action 	he ordered a [MASK] in the action
hold_5_N False 	hold 	the prisoner is on hold 	the prisoner is on [MASK]
hold_1_V True 	[hold_1_V] 	[hold_1_V] in place 	[MASK] in place
hold_1_V2 False 	hold 	she always held herself as a lady 	she always [MASK] herself as a lady
hold_2_V2 False 	hold 	hold this bowl for a moment, please 	[MASK] this bowl for a moment, please
hold_2_V2 False 	hold 	a crazy idea took hold of him 	a crazy idea took hold of him
hold_3_V2 False 	hold 	hold a reception 	[MASK] a reception
hold_4_V2 False 	hold 	? 	?
hold_5_V2 False 	hold 	I hold him personally responsible 	I hold him personally responsible
hold_7_V2 False 	hold 	this holds that the local until the express passenger change [train_2_V] 	this holds that the local until the express passenger change [train_2_V]
hold_7_V2 False 	hold 	about a dozen animals were held inside the stockade 	about a dozen animals were [MASK] inside the stockade
hold_7_V2 False 	hold 	the illegal immigrants were held at a detention centre 	the illegal immigrants were [MASK] at a detention centre
hold_7_V2 False 	hold 	the terrorists held the journalists for ransom 	the terrorists [MASK] the journalists for ransom
hold_9_V2 False 	hold 	he held the governorship for almost a decade 	he [MASK] the governorship for almost a decade
hold_10_V2 False 	hold 	the beam holds up the roof 	the beam holds up the roof
hold_10_V2 False 	hold 	what is holding that mirror? 	what is [MASK] that mirror?
hold_11_V2 False 	hold 	the canteen holds fresh water 	the canteen [MASK] fresh water
hold_12_V2 False 	hold 	the auditorium can't hold more than 500 people 	the auditorium can't [MASK] more than 500 people
hold_13_V False 	hold 	the weather held 	the weather [MASK]
hold_13_V False 	hold 	they held on the road and kept marching 	they [MASK] on the road and kept marching
hold_V2A False 	hold 	she holds her head high 	she [MASK] her head high
hold_15_V False 	hold 	this theory still holds 	this theory still [MASK]
hold_16_VS False 	hold 	? 	?
hold_17_V2 False 	hold 	the novel holds many surprises 	the novel [MASK] many surprises
hold_17_V2 False 	hold 	the book holds in store much valuable [advise_1_V] 	the book holds in store much valuable [advise_1_V]
hold_18_V2 False 	hold 	the flask holds one gallon 	the flask [MASK] one gallon
hold_19_V2 False 	hold 	[ChunkPhr] [PlusChunk] [VPS_Chunk] [please_VV] hold a table [PlusChunk] [Prep_Chunk] at [OneChunk] [NP_Gen_Chunk] maxim 	[ChunkPhr] [PlusChunk] [VPS_Chunk] [please_VV] [MASK] a table [PlusChunk] [Prep_Chunk] at [OneChunk] [NP_Gen_Chunk] maxim
hold_20_V2 False 	hold 	[UttCN_Sg] hold that position behind the trees! 	[UttCN_Sg] hold that position behind the trees!
hold_20_V2 False 	hold 	hold the bridge against attacks of the enemy 	hold the bridge against attacks of the enemy
hold_21_V2 False 	hold 	he is held by a contract 	he is [MASK] by a contract
hold_21_V2 False 	hold 	I will hold you by your promise 	I will [MASK] you by your promise
hold_22_V2 False 	hold 	the soprano held the audience 	the soprano [MASK] the audience
hold_22_V2 False 	hold 	this story held our interest 	this story [MASK] our interest
hold_22_V2 False 	hold 	she can hold an audience spellbound 	she can hold an audience spellbound
hold_23_V False 	hold 	I hold to these ideas 	I [MASK] to these ideas
hold_24_V False 	hold 	the bridge held 	the bridge [MASK]
hold_26_V2 False 	hold 	hold all calls to the president's office while he is in a meeting 	[MASK] all calls to the president's office while he is in a meeting
hold_27_V2 False 	hold 	hold your tongue 	[MASK] your tongue
hold_27_V2 False 	hold 	hold your temper 	[MASK] your temper
hold_28_V2 False 	hold 	hold the taxi 	[MASK] the taxi
hold_28_V2 False 	hold 	hold the horse 	[MASK] the horse
hold_29_V2 False 	hold 	the dissatisfied students held the president's office for almost a week 	the dissatisfied students [MASK] the president's office for almost a week
hold_31_V2 False 	hold 	? 	?
hold_31_V2 False 	hold 	[CNNumNP] hold one am nose 	[CNNumNP] hold one am nose
hold_32_V2 False 	hold 	he can hold his liquor 	he can [MASK] his liquor
hold_33_V2 False 	hold 	hold the fire-extinguisher directly on the flames 	[MASK] the fire-extinguisher directly on the flames
hold_34_VS False 	hold 	judge held that the defendant was innocent 	judge [MASK] that the defendant was innocent
hold_35_V False 	hold 	I hold with those who say life is sacred 	I hold with those who say life is sacred
hold_36_V2 False 	hold 	hold your breath 	[MASK] your breath
turn_back_1_V2 False 	turn back 	turn the tide of communism back 	turn the tide of communism back
hold_back_3_V2 False 	hold back 	the scientists held the experiment off announcing its results until they [repeat_1_V] 	the scientists held the experiment off announcing its results until they [repeat_1_V]
hold_back_6_V2 False 	hold back 	hold back your anger 	[MASK] your anger
hold_down_1_V2 False 	hold down 	she manages to hold down two jobs 	she manages to [MASK] two jobs
hold_down_2_V2 False 	hold down 	[please_VV] hold down the noise so that the neighbours can sleep 	[please_VV] hold down the noise so that the neighbours can sleep
hold_off_1_V2 False 	hold off 	Dallas had enough of a lead to hold the broncos off 	Dallas had enough of a lead to hold the broncos off
hold_on_2_V False 	hold on 	hold on a moment! 	[MASK] a moment!
hold_out_1_V2 False 	hold out 	he held out his hand 	he [MASK] his hand
hold_out_4_V False 	hold out 	he held out for the dessert and didn't touch the cheeses 	he held out for the dessert and didn't touch the cheeses
hold_over_1_V2 False 	hold over 	she was holding it over him 	she was holding it over him
hold_up_7_V2 False 	hold up 	her shoes [UseVC] [V2_V] hold up [UseVC] [V2_V] hold up 	her shoes [UseVC] [V2_V] [MASK] [UseVC] [V2_V] [MASK]
hold_up_7_V2 False 	hold up 	this theory won't hold water 	this theory won't hold water
holder_1_N False 	holder 	a towel holder 	a towel [MASK]
holder_1_N False 	holder 	a cigarette-holder 	a cigarette-holder
holder_1_N False 	holder 	a umbrella holder 	a umbrella [MASK]
holdoutMasc_1_N False 	holdout 	their star pitcher was a holdout for six weeks 	their star pitcher was a [MASK] for six weeks
holdover_2_N False 	holdover 	? 	?
hole_3_N False 	hole 	he played 18 holes 	he played 18 [MASK]
hole_6_N False 	hole 	he shot holes in my argument 	he shot [MASK] in my argument
hole_and_corner_1_A False 	hole-and-corner 	? 	?
hole_and_corner_2_A False 	hole-and-corner 	? 	?
hole_and_corner_2_A False 	hole-and-corner 	hole-and-corner intrigue 	intrigue [MASK]
hole_up_1_V False 	hole up 	he is writing his book and is holing up in his study 	he is writing his book and is [MASK] in his study
holiday_1_N False 	holiday 	? 	?
holiday_2_N False 	holiday 	no mail is delivered on federal holidays 	no mail is delivered on federal [MASK]
holiday_2_N False 	holiday 	[ChunkPhr] [PlusChunk] [S_Chunk] it is a good thing [PlusChunk] [NP_Gen_Chunk] that new year [OneChunk] [VPS_Chunk] was a holiday because everyone had a hangover 	[ChunkPhr] [PlusChunk] [S_Chunk] it is a good thing [PlusChunk] [NP_Gen_Chunk] that new year [OneChunk] [VPS_Chunk] was a [MASK] because everyone had a hangover
holism_N False 	holism 	holism holds that the whole is greater than the sum of its parts 	[MASK] holds that the whole is greater than the sum of its parts
holler_1_V False 	holler 	he [holler_1_V2] our weapons to surrender out 	he [MASK2] our weapons to surrender out
holler_3_V False 	holler 	what was he hollering [about_1_Adv]? 	what was he [MASK] [about_1_Adv]?
hollow_1_A False 	hollow 	a hollow wall 	a wall [MASK]
hollow_1_A False 	hollow 	a hollow tree 	a tree [MASK]
hollow_1_A False 	hollow 	hollow cheeks 	cheeks [MASK]
hollow_1_A False 	hollow 	? 	?
hollow_2_A False 	hollow 	the hollow sound of footsteps in the empty ballroom 	the sound [MASK] of footsteps in the empty ballroom
hollow_3_A False 	hollow 	a hollow victory 	a victory [MASK]
hollow_4_A False 	hollow 	a hollow person 	a person [MASK]
hollow_1_N False 	hollow 	hunger had caused the hollows in their cheeks 	hunger had caused the [MASK] in their cheeks
hollow_2_N False 	hollow 	? 	?
hollow_2_V2 False 	hollow 	hollow out a tree trunk 	[MASK] out a tree trunk
hollywood_2_PN True 	[hollywood_2_PN] 	some people in publishing think of theirs as a glamorous medium so they copy the glitter of Hollywood 	some people in publishing think of theirs as a glamorous medium so they copy the glitter of Hollywood
holocaust_1_N False 	holocaust 	a holocaust [nuclear_1_A] 	a [MASK] [nuclear_1_A]
holographic_2_A False 	holographic 	holographic document 	document [MASK]
holographic_3_A False 	holographic 	a holographic will 	a will [MASK]
holonym_N False 	holonym 	? 	?
holystone_V2 False 	holystone 	holystone the deck of ship 	[MASK] the deck of ship
home_1_A False 	home 	my home town 	my town [MASK]
interior_2_A False 	interior 	the British home office has broader responsibilities than the united state department of the interior 	the British home office has broader responsibilities than the united state department of the interior
home_2_A False 	home 	the British home office has broader responsibilities than the united state department of the interior 	the British home office has broader responsibilities than the united state department of the interior
home_3_A False 	home 	? 	a [MASK] game
home_1_Adv False 	home 	he stays home on weekends 	he stays [MASK] on weekends
home_1_Adv False 	home 	after the game the children brought friends home for supper 	after the game the children brought friends home for supper
home_1_Adv False 	home 	I will be home tomorrow 	I will be [MASK] tomorrow
home_1_Adv False 	home 	came riding home in style 	came riding home in style
home_1_Adv False 	home 	I hope that you will come home for Christmas 	I hope that you will come [MASK] for Christmas
home_1_Adv False 	home 	I will take her home 	I will take her [MASK]
home_1_Adv False 	home 	don't forget to write home 	don't forget to write [MASK]
home_2_Adv False 	home 	the arrow struck home 	the arrow struck [MASK]
home_3_Adv False 	home 	drove the nail home 	drove the nail home
home_3_Adv False 	home 	drove his point home 	drove his point home
home_3_Adv False 	home 	his comments [hit_6_V] home 	his comments [hit_6_V] [MASK]
home_1_N False 	home 	deliver the package to my home 	deliver the package to my [MASK]
home_1_N False 	home 	he doesn't have a home to go [to_Adv] 	he doesn't have a [MASK] to go [to_Adv]
home_2_N False 	home 	they raise money in order to provide homes for the homeless 	they raise money in order to provide [MASK] for the homeless
home_3_N False 	home 	Canadian tariffs enabled united state lumber companies to raise prices at home 	Canadian tariffs enabled united state lumber companies to raise prices at home
home_3_N False 	home 	his home is New Jersey 	his [MASK] is New Jersey
home_4_N False 	home 	he [rule_1_VS] that the runner failed to [touch_4_V] home 	he [rule_1_VS] that the runner failed to [touch_4_V] home
home_6_N False 	home 	the United States is the home of basketball 	the United States is the [MASK] of basketball
home_7_N False 	home 	home is where the heart is 	[MASK] is where the heart is
home_7_N False 	home 	he grew up in a good Christian home 	he grew up in a good Christian [MASK]
home_7_N False 	home 	there is no place like home 	there is no place like [MASK]
home_8_N False 	home 	the teacher [ask_VQ] how many people made their home up 	the teacher [ask_VQ] how many people made their [MASK] up
home_9_N False 	home 	a home for the elderly 	a [MASK] for the elderly
home_baked_A False 	home-baked 	home-baked cakes and pies 	cakes [MASK] and pies
home_brewed_A False 	home-brewed 	home-brewed beer 	beer [MASK]
home_cured_A False 	home-cured 	home-cured hams 	hams [MASK]
home_grown_A False 	home-grown 	stand selling home-grown fruits and vegetables 	stand selling [MASK] fruits and vegetables
home_made_A False 	home-made 	home-made bread 	bread [MASK]
homefolk_N False 	homefolk 	he wrote his homefolk every day 	he wrote his [MASK] every day
homelessMasc_1_N False 	homeless 	a homeless was found murdered in central park 	a [MASK] was found murdered in central park
homeless_2_N False 	homeless 	the homeless became a problem in the large cities 	the [MASK] became a problem in the large cities
homeliness_2_N False 	homeliness 	fine clothes couldn't conceal the homeliness of girl 	fine clothes couldn't conceal the [MASK] of girl
homely_1_A False 	homely 	a homely child 	a child [MASK]
homely_1_A False 	homely 	several of the buildings were homely downright 	several of the buildings were [MASK] downright
homely_2_A False 	homely 	the homely everyday atmosphere 	the everyday atmosphere [MASK]
homely_3_A False 	homely 	homely truths 	truths [MASK]
homely_3_A False 	homely 	letters to his son full of homely advice 	letters to his son full of advice [MASK]
homely_3_A False 	homely 	homely fare 	fare [MASK]
homely_4_A False 	homely 	plain homely furniture 	plain furniture [MASK]
homely_4_A False 	homely 	homely manners 	manners [MASK]
homeopathic_A False 	homeopathic 	homeopathic medicine 	medicine [MASK]
homeric_A False 	Homeric 	Homeric Greek 	Greek [MASK]
homespun_1_A False 	homespun 	? 	?
homespun_2_A False 	homespun 	the air of homespun country boys 	the air of country boys [MASK]
homespun_3_A False 	homespun 	homespun linen 	linen [MASK]
homespun_3_A False 	homespun 	homespun garments 	garments [MASK]
homestretch_1_N False 	homestretch 	they were on the homestretch when the computer crashed 	they were on the [MASK] when the computer crashed
hometown_N False 	hometown 	he never went back again to his hometown 	he never went back again to his [MASK]
homeward_A False 	homeward 	in a homeward direction 	in a direction [MASK]
homeward_A False 	homeward 	? 	?
homeward_Adv False 	homeward 	fought my way homeward through the deep snow 	fought my way homeward through the deep snow
homey_1_A False 	homey 	a homey little inn 	a little inn [MASK]
homicidal_A False 	homicidal 	a homicidal rage 	a rage [MASK]
homiletic_2_A False 	homiletic 	homiletic speech 	speech [MASK]
hominal_A False 	hominal 	the hominal kingdom 	the kingdom [MASK]
homing_A False 	homing 	the homing instinct 	the instinct [MASK]
homing_A False 	homing 	a homing beacon 	a beacon [MASK]
homogenate_N False 	homogenate 	liver homogenate 	liver [MASK]
homogeneity_1_N False 	homogeneity 	there is a remarkable homogeneity between the two companies 	there is a remarkable [MASK] between the two companies
homogeneous_1_A False 	homogeneous 	a close knit homogeneous group 	a close knit [MASK] group
homogenization_1_N False 	homogenization 	the homogenization of cream 	the [MASK] of cream
homogenization_1_N False 	homogenization 	the network's homogenization of political news 	the network's [MASK] of political news
homogenize_1_V2 False 	homogenize 	homogenize the main ingredients 	[MASK] the main ingredients
homogenize_2_V2 False 	homogenize 	homogenized milk 	[MASK] milk
homogenize_3_V False 	homogenize 	the two liquids homogenized in the blender 	the two liquids [MASK] in the blender
homologous_1_A False 	homologous 	the wing of a bat and the arm of a man are homologous 	the wing of a bat and the arm of a man are [MASK]
homologous_2_A False 	homologous 	a homologous tissue graft 	a tissue graft [MASK]
homophonous_A False 	homophonous 	? 	?
homozygous_A False 	homozygous 	these two fruit-flies are homozygous for red eye colour 	these two fruit-flies are [MASK] for red eye colour
hone_1_V2 False 	hone 	hone a knife 	[MASK] a knife
honest_1_A False 	honest 	honest lawyers 	lawyers [MASK]
honest_5_A False 	honest 	honest reporting 	reporting [MASK]
honest_2_A False 	honest 	my honest opinion 	my opinion [MASK]
honest_3_A False 	honest 	a honest working stiff 	a working stiff [MASK]
honest_4_A False 	honest 	worked at a honest trade 	worked at a trade [MASK]
honest_4_A False 	honest 	good honest food 	good food [MASK]
honest_5_A False 	honest 	gave honest answers 	gave answers [MASK]
honest_7_A False 	honest 	a honest wage 	a wage [MASK]
honeycomb_1_V2 False 	honeycomb 	the cliffs were honeycombed 	the cliffs were [MASK]
honeycomb_2_V2 False 	honeycomb 	the revolutionaries honeycombed the organization 	the revolutionaries [MASK] the organization
honeymoon_V False 	honeymoon 	? 	?
honk_3_V False 	honk 	? 	?
honker_1_N False 	honker 	the honker was fined for disturbing the peace 	the [MASK] was fined for disturbing the peace
honor_3_N True 	[honor_3_N] 	a man of [honor_3_N] 	a man of [MASK]
honourable_1_A False 	honourable 	a honourable man 	a man [MASK]
honourable_1_A False 	honourable 	led a honourable life 	led a life [MASK]
honourable_1_A False 	honourable 	honourable service to his country 	service [MASK] to his country
honourable_2_A False 	honourable 	followed the only honourable course of action 	followed the course only [MASK] of action
honorary_A False 	honorary 	a honorary degree 	a degree [MASK]
honorific_A False 	honorific 	honorific social status commonly attaches [to_Adv] membership in a recognized profession 	social status [MASK] commonly attaches [to_Adv] membership in a recognized profession
honorific_N False 	honorific 	the Japanese use many honorifics 	the Japanese use many [MASK]
honour_1_V2 False 	honour 	today we honour our soldiers 	today we [MASK] our soldiers
honour_2_V2 False 	honour 	[UttCN_Sg] [honor_1_N] your parents! 	[UttCN_Sg] [honor_1_N] your parents!
honour_3_V2 False 	honour 	we honour checks and drafts 	we [MASK] checks and drafts
hood_9_N False 	hood 	there are powerful engines under the hoods of new cars 	there are powerful engines under the [MASK] of new cars
hood_V2 False 	hood 	the bandits were hooded 	the bandits were [MASK]
hoodoo_1_N False 	hoodoo 	a tall sandstone hoodoo 	a tall sandstone [MASK]
hooflike_A False 	hooflike 	hooflike calluses 	calluses [MASK]
hook_7_V2 False 	hook 	his opponent hooked him badly 	his opponent [MASK] him badly
hook_8_V2 False 	hook 	hook a fish 	[MASK] a fish
hook_10_V2 False 	hook 	hook the ball 	[MASK] the ball
hook_up_1_N False 	hook-up 	some campsites have electrical hook-ups for trailers 	some campsites have electrical [MASK] for trailers
hook_up_V2 False 	hook up 	hook up the houses to the gas supply line 	[MASK] the houses to the gas supply line
hook_up_V2 False 	hook up 	hook up the components of the new sound system 	[MASK] the components of the new sound system
hookah_N False 	hookah 	a bipolar world with the hookah and Turkish coffee versus hamburgers and coca cola 	a bipolar world with the [MASK] and Turkish coffee versus hamburgers and coca cola
hooklike_A False 	hooklike 	hooklike thorns 	thorns [MASK]
hoop_2_N False 	hoop 	there was still a rusty iron hoop for tying a horse 	there was still a rusty iron [MASK] for tying a horse
hoop_V2 False 	hoop 	hoop VATs 	hoop VATs
hoot_1_V False 	hoot 	the toughs and blades of the city hoot and bang their drums, drink arrack, play dice and dance 	the toughs and blades of the city [MASK] and bang their drums, drink arrack, play dice and dance
hop_3_V2 False 	hop 	she hopped a train to Chicago 	she [MASK] a train to Chicago
hop_3_V2 False 	hop 	he hopped rides all over the country 	he [MASK] rides all over the country
hop_4_V2 False 	hop 	hop the pacific ocean 	[MASK] the pacific ocean
hop_5_V2 False 	hop 	he hopped the bush 	he [MASK] the bush
hope_1_N False 	hope 	it revived their hope of winning the pennant 	it revived their [MASK] of winning the pennant
hope_2_N False 	hope 	in spite of his troubles he never gave up hope 	in spite of his troubles he never gave up [MASK]
hopeMasc_4_N False 	hope 	he was their best hope for a victory 	he was their best [MASK] for a victory
hope_1_VS False 	hope 	I hope that she understands that she can't expect a raise 	I [MASK] that she understands that she can't expect a raise
hope_2_VS False 	hope 	I am still hoping that all will turn out well 	I am still [MASK] that all will turn out well
hope_VV False 	hope 	I hope to have [finish_2_V2] this work by tomorrow evening 	I [MASK] have [finish_2_V2] this work by tomorrow evening
hopeful_1_A False 	hopeful 	a line of people hopeful of obtaining tickets 	a line of people [MASK] of obtaining tickets
hopeful_1_A False 	hopeful 	found a hopeful way of attacking the problem 	found a way of attacking the problem [MASK]
hopeful_2_A False 	hopeful 	? 	?
hopeless_1_A False 	hopeless 	in an agony of hopeless grief 	in an agony of grief [MASK]
hopeless_1_A False 	hopeless 	with a hopeless sigh he sat down 	with a sigh [MASK] he sat down
hopeless_2_A False 	hopeless 	I am hopeless at mathematics 	I am [MASK] at mathematics
hopeless_3_A False 	hopeless 	the situation is hopeless 	the situation is [MASK]
hopeless_4_A False 	hopeless 	she handed me a hopeless jumble of papers 	she handed me a jumble [MASK] of papers
hopeless_4_A False 	hopeless 	he is a hopeless romantic 	he is a romantic [MASK]
hoperMasc_N False 	hoper 	only an avid hoper could expect the team to win now 	only an avid [MASK] could expect the team to win now
hopped_up_1_A False 	hopped-up 	a hopped-up jalopy 	a jalopy [MASK]
hopperMasc_2_N False 	hopper 	at hopscotch, the best hoppers are the children 	at hopscotch, the best [MASK] are the children
horary_A False 	horary 	the horary cycle 	the cycle [MASK]
horizon_2_N False 	horizon 	it is beyond the horizon of present knowledge 	it is beyond the [MASK] of present knowledge
horizontal_A False 	horizontal 	a horizontal surface 	a surface [MASK]
horizontality_N False 	horizontality 	houses with a pronounced horizontality 	houses with a pronounced [MASK]
hormonal_A False 	hormonal 	hormonal changes 	changes [MASK]
horn_8_N False 	horn 	horns at the ends of a new moon 	[MASK] at the ends of a new moon
horn_8_N False 	horn 	the horn of an anvil 	the [MASK] of an anvil
horn_8_N False 	horn 	the cleat had two horns 	the cleat had two [MASK]
horn_V False 	horn 	the rhino horned the explorer 	the rhino horned the explorer
horn_rimmed_A False 	horn-rimmed 	horn-rimmed glasses 	glasses [MASK]
horned_A False 	horned 	horned viper 	viper [MASK]
horned_A False 	horned 	great horned owl 	great owl [MASK]
horned_A False 	horned 	? 	?
horned_A False 	horned 	[long_N] horned cattle 	[long_N] [MASK] cattle
hornless_A False 	hornless 	hornless cattle 	cattle [MASK]
horny_1_A False 	horny 	feeling horny 	feeling [MASK]
horny_2_A False 	horny 	horny coral 	coral [MASK]
horny_2_A False 	horny 	[ChunkPhr] [PlusChunk] [AP_Chunk] horny [PlusChunk] [lpar_Chunk] [PlusChunk] [Conj_Chunk] or [PlusChunk] [VPS_Chunk] horned [PlusChunk] [rpar_Chunk] [OneChunk] [CN_Sg_Chunk] frog 	[ChunkPhr] [PlusChunk] [AP_Chunk] [MASK] [PlusChunk] [lpar_Chunk] [PlusChunk] [Conj_Chunk] or [PlusChunk] [VPS_Chunk] horned [PlusChunk] [rpar_Chunk] [OneChunk] [CN_Sg_Chunk] frog
horrible_A False 	horrible 	? 	?
horrid_1_A False 	horrid 	when she was bad she was horrid 	when she was bad she was [MASK]
horrific_1_A False 	horrific 	horrific conditions in the mining industry 	conditions [MASK] in the mining industry
horrify_V2 False 	horrify 	I was horrified at the thought of being late for my interview 	I was [MASK] at the thought of being late for my interview
horrify_V2 False 	horrify 	the news of the executions horrified us 	the news of the executions [MASK] us
horrifyingly_Adv False 	horrifyingly 	he laughed horrifyingly 	he laughed [MASK]
horror_2_N False 	horror 	the painting that others found so beautiful was a horror to him 	the painting that others found so beautiful was a [MASK] to him
horse_3_N False 	horse 	500 horse led the attack 	500 [MASK] led the attack
sense_4_N False 	sense 	common sense isn't so common 	common [MASK] isn't so common
sense_4_N False 	sense 	he hasn't gotten the sense god gave little green apples 	he hasn't gotten the [MASK] god gave little green apples
sense_4_N False 	sense 	fortunately she had the good sense to run away 	fortunately she had the good [MASK] to run away
horseback_1_Adv False 	horseback 	he rode horseback to town 	he rode [MASK] to town
horseback_1_Adv False 	horseback 	policeman patrolled the streets horseback 	policeman patrolled the streets [MASK]
horsewhipping_N False 	horsewhipping 	that villain needs a good horsewhipping 	that villain needs a good [MASK]
hose_V2 False 	hose 	hose the lawn 	[MASK] the lawn
hospitable_1_A False 	hospitable 	soil sufficiently hospitable for forest growth 	soil sufficiently [MASK] for forest growth
hospitable_1_A False 	hospitable 	a hospitable environment 	an environment [MASK]
hospitable_2_A False 	hospitable 	a good-natured and hospitable man 	a man good-natured and [MASK]
hospitable_2_A False 	hospitable 	a hospitable act 	an act [MASK]
hospitable_2_A False 	hospitable 	hospitable invitations 	invitations [MASK]
hospitable_3_A False 	hospitable 	hospitable to new ideas 	[MASK] to new ideas
hospitalization_1_N False 	hospitalization 	now they try to shorten the hospitalization of patient 	now they try to shorten the [MASK] of patient
hospitalization_2_N False 	hospitalization 	he hoped to avoid the expense of hospitalization 	he hoped to avoid the expense of [MASK]
hospitalize_1_V2 False 	hospitalize 	mother had to be hospitalized because her blood-pressure was too high 	mother had to be [MASK] because her blood-pressure was too high
host_6_N False 	host 	Atlanta was chosen to be host for the Olympic games 	Atlanta was chosen to be [MASK] for the Olympic games
host_10_N False 	host 	we hosted 4 couples last night 	we hosted 4 couples last night
hostellerMasc_2_N False 	hosteller 	a youth hosteller 	a youth [MASK]
hostile_1_A False 	hostile 	a hostile nation 	a nation [MASK]
hostile_1_A False 	hostile 	a hostile remark 	a remark [MASK]
hostile_1_A False 	hostile 	hostile actions 	actions [MASK]
hostile_2_A False 	hostile 	hostile naval and airforces 	[MASK] naval and airforces
hostile_3_A False 	hostile 	hostile factions 	factions [MASK]
hostile_4_A False 	hostile 	a hostile climate 	a climate [MASK]
hostile_5_A False 	hostile 	hostile takeover 	takeover [MASK]
hostile_5_A False 	hostile 	hostile tender offer 	tender offer [MASK]
hostile_5_A False 	hostile 	hostile [bid_1_V] 	hostile [bid_1_V]
hostile_N False 	hostile 	the platoon ran into a pack of hostiles 	the platoon ran into a pack of [MASK]
outbreak_N False 	outbreak 	the outbreak of hostilities 	the [MASK] of hostilities
hostility_1_N False 	hostility 	he couldn't conceal his hostility 	he couldn't conceal his [MASK]
hostility_3_N False 	hostility 	he could no longer contain his hostility 	he could no longer contain his [MASK]
hot_1_A False 	hot 	hot stove 	stove [MASK]
hot_1_A False 	hot 	hot water 	water [MASK]
hot_1_A False 	hot 	a hot august day 	an august day [MASK]
hot_1_A False 	hot 	a hot stuffy room 	a stuffy room [MASK]
hot_1_A False 	hot 	she is hot and tired 	she is [MASK] and tired
hot_1_A False 	hot 	a hot forehead 	a forehead [MASK]
hot_2_A False 	hot 	the fighting became hot and heavy 	the fighting became [MASK] and heavy
hot_2_A False 	hot 	a hot engagement 	an engagement [MASK]
hot_3_A False 	hot 	a hot temper 	a temper [MASK]
hot_3_A False 	hot 	a hot topic 	a topic [MASK]
hot_3_A False 	hot 	a hot new book 	a new book [MASK]
hot_3_A False 	hot 	a hot love-affair 	a love-affair [MASK]
hot_3_A False 	hot 	a hot argument 	an argument [MASK]
hot_4_A False 	hot 	hot pink 	pink [MASK]
hot_5_A False 	hot 	was hot for her 	was [MASK] for her
hot_5_A False 	hot 	hot pants 	pants [MASK]
hot_6_A False 	hot 	hot merchandise 	merchandise [MASK]
hot_6_A False 	hot 	a hot car 	a car [MASK]
hot_7_A False 	hot 	a hot sports-car 	a sports-car [MASK]
hot_7_A False 	hot 	got off [to_Adv] a hot start 	got off [to_Adv] a start [MASK]
hot_7_A False 	hot 	in hot pursuit 	in pursuit [MASK]
red_hot_5_A False 	red-hot 	a red-hot line drive 	a line drive [MASK]
hot_8_A False 	hot 	a hot suspect 	a suspect [MASK]
hot_9_A False 	hot 	hot salsa 	salsa [MASK]
hot_9_A False 	hot 	jalapeno peppers are very hot 	jalapeno peppers are very [MASK]
hot_10_A False 	hot 	a hot drummer 	a drummer [MASK]
hot_10_A False 	hot 	he is hot tonight 	he is [MASK] tonight
hot_11_A False 	hot 	one of the hot young talents 	one of the young talents [MASK]
hot_11_A False 	hot 	cabbage patch dolls were hot last season 	cabbage patch dolls were last season [MASK]
hot_12_A False 	hot 	make it hot for him 	make it hot for him
hot_12_A False 	hot 	in the hot seat 	in the seat [MASK]
hot_12_A False 	hot 	in hot water 	in water [MASK]
hot_13_A False 	hot 	news hot off the press 	news [MASK] off the press
red_hot_2_A False 	red-hot 	red-hot information 	information [MASK]
hot_14_A False 	hot 	hot [at_1_N] craps 	[at_1_N] [MASK] craps
hot_14_A False 	hot 	the dice are hot tonight 	the dice are [MASK] tonight
hot_15_A False 	hot 	[ChunkPhr] [PlusChunk] [S_Chunk] he is hot at math [but_Adv] [PlusChunk] [neg_Chunk] [OneChunk] [CN_Sg_Chunk] so hot at history 	[ChunkPhr] [PlusChunk] [S_Chunk] he is [MASK] at math [but_Adv] [PlusChunk] [neg_Chunk] [OneChunk] [CN_Sg_Chunk] so [MASK] at history
hot_16_A False 	hot 	a hot scent 	a scent [MASK]
hot_17_A False 	hot 	hot for travel 	hot for travel
hot_18_A False 	hot 	you are hot 	you are [MASK]
hot_19_A False 	hot 	hot fuel rods 	fuel rods [MASK]
hot_19_A False 	hot 	a hot laboratory 	a laboratory [MASK]
